NO,주소,층,보증금,월세,관리비,종류,평수,방 수,욕실 수,"향(남향,동향등)",전입가능 여부,주차장,즉시입주여부,복층여부,에어컨,냉장고,세탁기,인덕션,엘리베이터,신발장,옷장,베란다,싱크대,사진1,사진2,사진3,사진4,url 주소
87,인천시 연수구 송도동 29-2,7,5000000,600000,99000,오피스텔,13.36,1,1,남둥향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GKIMgQSy
88,인천시 연수구 송도동 29-2,7,5000000,600000,120000,오피스텔,13.36,1,1,동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5RAodL9I
89,인천시 연수구 송도동 29-2,7,5000000,550000,120000,오피스텔,13.36,1,1,남동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GVV8La21
90,인천시 연수구 송도동 29-2,17,8000000,850000,150000,오피스텔,18.78,1,1,서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xSBO3EOD
91,인천시 연수구 송도동 29-2,17,5000000,850000,150000,오피스텔,18.78,1,1,북서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xLNRtDGi
92,인천시 연수구 송도동 29-2,17,8000000,870000,90000,오피스텔,18.78,1,1,북서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/FEgwcwWa
93,인천시 연수구 송도동 29-2,17,8000000,850000,150000,오피스텔,18.78,1,1,서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5FDrghsY
94,인천시 연수구 송도동 29-2,17,8000000,850000,150000,오피스텔,18.78,1,1,남향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5vJRUwgg
95,인천시 연수구 송도동 29-2,17,5000000,900000,90000,오피스텔,18.78,1,1,서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xjYhQxz5
96,인천시 연수구 송도동 29-2,17,8000000,850000,200000,오피스텔,18.78,1,1,동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/x1uQ5COY
97,인천시 연수구 송도동 29-2,17,8000000,850000,12000,오피스텔,18.78,1,1,서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GbyiqXMz
98,인천시 연수구 송도동 29-2,23,10000000,850000,150000,오피스텔,18.86,1,1,북서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xwoChcsM
99,인천시 연수구 송도동 29-2,23,10000000,850000,150000,오피스텔,18.86,1,1,북서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xF4HA5IK
100,인천시 연수구 송도동 29-2,23,10000000,850000,130000,오피스텔,18.86,1,1,북서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5hoZPAJA
101,인천시 연수구 송도동 29-2,23,10000000,850000,130000,오피스텔,18.86,1,1,북서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5HyNshhX
102,인천시 연수구 송도동 29-2,23,10000000,850000,130000,오피스텔,18.86,1,1,북서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GahQJdyd
103,인천시 연수구 송도동 29-2,23,10000000,850000,150000,오피스텔,18.86,1,1,북동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/x2YE1AhA
104,인천시 연수구 송도동 29-2,23,10000000,850000,180000,오피스텔,18.86,1,1,북동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xYN6Mwnc
105,인천시 연수구 송도동 29-2,23,10000000,850000,170000,오피스텔,18.86,1,1,서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/FBM6pmZM
106,인천시 연수구 송도동 29-2,23,10000000,850000,150000,오피스텔,18.86,1,1,북서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GB3DUCU9
107,인천시 연수구 송도동 29-2,23,10000000,850000,170000,오피스텔,18.86,1,1,서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5suv8eYD
108,인천시 연수구 송도동 29-2,23,10000000,850000,186000,오피스텔,18.86,1,1,남동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xTy8dB3a
109,인천시 연수구 송도동 29-2,21,5000000,550000,70000,오피스텔,13.91,1,1,북동향,X,O,X,X,O,O,O,O,O,O,O,X,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xG0XqwlY
110,인천시 연수구 송도동 29-2,22,10000000,700000,90000,오피스텔,18.78,1,1,남향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5AuFTMoZ
111,인천시 연수구 송도동 29-2,20,10000000,850000,150000,오피스텔,18.8,1,1,남동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xVRJcX8J
112,인천시 연수구 송도동 29-2,20,10000000,900000,150000,오피스텔,18.8,1,1,남동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/FyAZwNCh
113,인천시 연수구 송도동 29-2,20,10000000,800000,150000,오피스텔,18.86,1,1,북동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GQGwdK6E
114,인천시 연수구 송도동 29-2,21,3000000,550000,150000,오피스텔,13.36,1,1,남서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GSQBP9uK
115,인천시 연수구 송도동 29-2,19,5000000,750000,160000,오피스텔,18.78,1,1,남향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GjyaPhJN
116,인천시 연수구 송도동 29-2,5,5000000,800000,150000,오피스텔,18.78,1,1,북서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xy7QizVJ
117,인천시 연수구 송도동 29-2,18,5000000,1000000,120000,오피스텔,18.78,1,1,북서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5bCIlLsd
118,인천시 연수구 송도동 29-2,30,50000000,300000,150000,오피스텔,13.36,1,1,북동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GfrdAwEI
119,인천시 연수구 송도동 29-2,32,8000000,950000,150000,오피스텔,18.78,1,1,남향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/FetJnZhI
120,인천시 연수구 송도동 29-2,24,2000000,750000,90000,오피스텔,13.36,1,1,남향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5K6SByPx
121,인천시 연수구 송도동 29-2,14,5000000,800000,130000,오피스텔,18.8,1,1,동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/54KXFBnM
122,인천시 연수구 송도동 29-2,14,5000000,800000,150000,오피스텔,18.8,1,1,북동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/G9UAxF7N
123,인천시 연수구 송도동 29-2,16,5000000,850000,120000,오피스텔,19.04,1,1,북향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/FCZGu7SQ
124,인천시 연수구 송도동 29-2,14,10000000,750000,120000,오피스텔,19.04,1,1,북서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5CCeT8bF
125,인천시 연수구 송도동 29-2,19,1000000,700000,100000,오피스텔,13.36,1,1,북동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/FZoKwbLi
126,인천시 연수구 송도동 29-2,17,1000000,700000,100000,오피스텔,13.36,1,1,남동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/Gxr90amk
127,인천시 연수구 송도동 29-2,5,10000000,1000000,200000,오피스텔,28.6,2,1,북서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GrgwcZQT
128,인천시 연수구 송도동 29-2,25,5000000,800000,180000,오피스텔,18.78,1,1,남서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/IDkS0Tdp
129,인천시 연수구 송도동 29-2,18,5000000,600000,99000,오피스텔,14.25,1,1,북동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GCJkzVkf
130,인천시 연수구 송도동 29-2,5,7000000,800000,150000,오피스텔,18.8,1,1,남동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5fdStgWi
131,인천시 연수구 송도동 29-2,6,5000000,800000,170000,오피스텔,19.04,1,1,북서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5OlFIoJ5
132,인천시 연수구 송도동 29-2,30,5000000,730000,150000,오피스텔,19.14,1,1,남향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5dhn0zV4
133,인천시 연수구 송도동 29-2,33,5000000,600000,120000,오피스텔,13.79,1,1,남서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GCJkzsG3
134,인천시 연수구 송도동 316,23,50000000,1000000,200000,오피스텔,52.22,3,2,남서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/G2YDo1KD
135,인천시 연수구 송도동 29-2,9,5000000,600000,100000,오피스텔,13.36,1,1,남서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/F6Q4fhpM
136,인천시 연수구 송도동 29-2,5,5000000,800000,150000,오피스텔,19.04,1,1,북향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/G1pdiHB4
137,인천시 연수구 송도동 29-2,4,10000000,850000,90000,오피스텔,18.86,1,1,북서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/FLEJ5Tjv
138,인천시 연수구 송도동 29-2,5,5000000,600000,12000,오피스텔,13.36,1,1,동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5g46l9j9
139,인천시 연수구 송도동 29-2,35,5000000,800000,170000,오피스텔,18.78,1,1,남향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xWIF0XBB
140,인천시 연수구 송도동 29-2,7,5000000,580000,90000,오피스텔,13.36,1,1,동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GqfOmSAO
141,인천시 연수구 송도동 29-2,28,30000000,1000000,170000,오피스텔,28.6,2,1,남향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5GcbdXZv
142,인천시 연수구 송도동 29-2,28,30000000,900000,200000,오피스텔,28.6,2,1,남서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5dhn0Y2b
143,인천시 연수구 송도동 29-2,30,5000000,800000,120000,오피스텔,19.04,1,1,남향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/FbVoUfWO
144,인천시 연수구 송도동 29-2,31,5000000,730000,140000,오피스텔,19.14,1,1,남향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xZKmLUP8
145,인천시 연수구 송도동 29-2,31,5000000,550000,99000,오피스텔,13.36,1,1,북동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5ajF5Uff
146,인천시 연수구 송도동 29-2,28,5000000,600000,100000,오피스텔,13.36,1,1,남동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GHLmTTvA
147,인천시 연수구 송도동 29-2,26,3000000,650000,100000,오피스텔,13.36,1,1,남동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/FRo733eP
148,인천시 연수구 송도동 29-2,14,5000000,600000,100000,오피스텔,13.36,1,1,동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GXFmWWj9
149,인천시 연수구 송도동 29-2,18,5000000,550000,160000,오피스텔,13.36,1,1,남동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/FSvNlYCv
150,인천시 연수구 송도동 29-2,12,1000000,700000,80000,오피스텔,13.53,1,1,남동향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GgUNFK7C
151,인천시 연수구 송도동 29-2,22,5000000,580000,70000,오피스텔,13.36,1,1,북향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GfrdAQJQ
152,인천시 연수구 송도동 29-2,18,30000000,600000,150000,오피스텔,18.8,1,1,북서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5LQ0h6Mb
153,인천시 연수구 송도동 29-2,5,10000000,1000000,130000,오피스텔,28.51,2,1,남동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GB3D16Us
154,인천시 연수구 송도동 29-2,6,5000000,530000,99000,오피스텔,13.36,1,1,북향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xbKc3Mhz
155,인천시 연수구 송도동 29-2,18,5000000,600000,150000,오피스텔,13.36,1,1,남동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GlRY16sv
156,인천시 연수구 송도동 29-2,30,5000000,1000000,170000,오피스텔,28.85,1,1,서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/GB3D12rs
157,인천시 연수구 송도동 29-2,5,5000000,550000,90000,오피스텔,14.25,1,1,남서향,X,O,O,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xiLADoMF
158,인천시 연수구 송도동 29-2,22,5000000,600000,120000,오피스텔,13.36,1,1,님서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/5SKsiAEW
159,인천시 연수구 송도동 29-2,20,30000000,600000,150000,오피스텔,18.8,1,1,남동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/FuNJnPPT
160,인천시 연수구 송도동 29-2,5,5000000,550000,100000,오피스텔,13.36,1,1,남동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/x4lCfSsd
161,인천시 연수구 송도동 29-2,20,15000000,1000000,150000,오피스텔,28.51,2,1,남동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xXnNhjEU
162,인천시 연수구 송도동 29-2,20,10000000,1100000,170000,오피스텔,28.51,2,1,동향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/x8k4nmWa
163,인천시 연수구 송도동 29-2,5,5000000,600000,120000,오피스텔,13.36,1,1,서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/IDkS0v8j
164,인천시 연수구 송도동 29-2,4,5000000,600000,120000,오피스텔,14.25,1,1,서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xm0NcXs5
165,인천시 연수구 송도동 29-2,5,40000000,250000,99000,오피스텔,13.36,1,1,북서향,X,O,X,X,O,O,O,O,O,O,O,O,O,#VALUE!,#VALUE!,#VALUE!,,https://naver.me/xIFd4sUz
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
